OverallQual,Neighborhood_encoded,GrLivArea,YearBuilt,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,MSSubClass_encoded,ExterQual_TA,YrSold
0.4444444444444445,0.003929965896143084,0.13677467972871138,0.7536231884057969,0.17021276595744683,0.4033850493653032,0.5,0.16659017898118403,0.7253222860355955,1.0,0.25
0.4444444444444445,0.15316478238238446,0.13677467972871138,0.695652173913043,0.17348608837970542,0.19040902679830748,0.25,0.16659017898118403,0.6178518387778646,1.0,1.0
0.7777777777777777,0.9255155741310195,0.23850791258477771,0.9782608695652169,0.2563011456628478,0.6276445698166432,0.75,0.2905002294630564,0.6178518387778646,0.0,0.75
0.4444444444444445,0.19074901612310718,0.10663149962321025,0.5724637681159432,0.14729950900163669,0.40620592383638926,0.5,0.12987608994951813,0.6178518387778646,1.0,1.0
0.7777777777777777,0.9255155741310195,0.25810097965335344,0.9782608695652169,0.2788870703764321,0.5444287729196051,0.75,0.31436438733363925,0.6178518387778646,0.0,1.0
0.4444444444444445,0.19074901612310718,0.23850791258477771,0.6159420289855078,0.24288052373158758,0.2249647390691114,0.25,0.2905002294630564,0.6178518387778646,1.0,0.0
0.3333333333333333,0.10260537839135492,0.03504144687264506,0.3985507246376816,0.08510638297872342,0.1692524682651622,0.25,0.042680128499311604,0.0,1.0,0.5
0.3333333333333333,0.0,0.18519216277317258,0.3478260869565215,0.10621931260229134,0.1763046544428773,0.25,0.07228086278109225,0.49023100837893807,1.0,0.5
0.4444444444444445,0.15316478238238446,0.16842501883948757,0.6811594202898554,0.2009819967266776,0.191114245416079,0.25,0.20513997246443325,0.6178518387778646,1.0,0.5
0.7777777777777777,0.4168060890957604,0.16955538809344387,0.9782608695652169,0.20196399345335517,0.3413258110014104,0.5,0.20651675080312068,0.6178518387778646,0.0,0.5
0.4444444444444445,0.19074901612310718,0.2573474001507159,0.6304347826086953,0.22880523731587563,0.3152327221438646,0.5,0.3134465351078476,0.6178518387778646,1.0,1.0
0.8888888888888888,0.9255155741310195,0.23116051243406177,0.9637681159420293,0.25548281505728315,0.3921015514809591,0.5,0.28155117026158794,0.7253222860355955,0.0,0.25
0.7777777777777777,0.9255155741310195,0.3990203466465712,0.9565217391304355,0.1828150572831424,0.4873060648801128,0.75,0.18311151904543368,1.0,0.0,0.0
0.4444444444444445,0.4168060890957604,0.14374529012810852,0.8840579710144922,0.17954173486088382,0.47390691114245415,0.5,0.17508031206975674,0.6178518387778646,1.0,0.75
0.4444444444444445,0.19074901612310718,0.18142426525998492,0.5942028985507246,0.21227495908346974,0.3511988716502116,0.5,0.22097292335933913,0.6178518387778646,1.0,0.75
0.4444444444444445,0.19074901612310718,0.13620949510173322,0.5869565217391308,0.17299509001636662,0.17348377997179126,0.25,0.16590178981184028,0.6178518387778646,1.0,1.0
0.3333333333333333,0.11549614390688873,0.15410700828937451,0.6014492753623184,0.0,0.0,0.0,0.18770078017439193,0.262004968575405,1.0,0.5
0.5555555555555556,0.19074901612310718,0.18651092690278825,0.6739130434782616,0.17806873977086746,0.31029619181946405,0.5,0.22716842588343275,0.6178518387778646,1.0,0.0
0.4444444444444445,0.6118969177837255,0.18726450640542575,0.6304347826086953,0.220949263502455,0.21720733427362482,0.25,0.2280862781092244,0.6178518387778646,1.0,0.25
0.4444444444444445,0.36714426834065755,0.10361718161266015,0.804347826086957,0.1374795417348609,0.3554301833568406,0.5,0.12620468104635155,0.36677920713789347,1.0,0.25
0.4444444444444445,0.4168060890957604,0.11379050489826675,0.7463768115942031,0.153518821603928,0.21720733427362482,0.25,0.1385956860945388,0.6178518387778646,1.0,0.5
0.4444444444444445,0.19074901612310718,0.15373021853805577,0.6304347826086953,0.18821603927986907,0.21156558533145275,0.25,0.1872418540614961,0.6178518387778646,1.0,0.0
0.8888888888888888,0.9255155741310195,0.2671439336850038,0.9637681159420293,0.28674304418985275,0.40620592383638926,0.5,0.32537861404313906,0.7253222860355955,0.0,1.0
0.6666666666666665,0.23766459626159803,0.34193669932177845,0.9492753623188417,0.2346972176759411,0.47249647390691113,0.5,0.2716842588343277,0.32596328730065594,0.0,0.75
0.7777777777777777,0.5345896028164059,0.2490580256217031,0.9710144927536231,0.2710310965630115,0.5825105782792666,0.75,0.30335016062413955,0.6178518387778646,0.0,0.25
0.3333333333333333,0.11526088266746065,0.21062547098718915,0.3478260869565215,0.12045826513911621,0.0,0.0,0.09224414869206057,0.23981609532205506,1.0,0.75
0.4444444444444445,0.15316478238238446,0.11699321778447627,0.6811594202898554,0.1563011456628478,0.27221438645980256,0.25,0.1424965580541533,0.6178518387778646,1.0,0.25
0.5555555555555556,0.3943641467377787,0.21401657874905805,0.9057971014492754,0.12995090016366614,0.2736248236953456,0.5,0.10555300596603948,1.0,1.0,0.25
0.5555555555555556,0.10260537839135492,0.15862848530519968,0.4492753623188417,0.1335515548281506,0.3723554301833568,0.5,0.11060119320789352,0.32596328730065594,1.0,0.0
0.4444444444444445,0.0,0.09080633006782216,0.6594202898550723,0.1335515548281506,0.3638928067700987,0.5,0.11060119320789352,0.262004968575405,0.0,1.0
0.8888888888888888,0.5741920842564892,0.28409947249434814,0.7898550724637676,0.3014729950900164,0.6304654442877292,0.75,0.34603028912345113,0.6178518387778646,0.0,0.0
0.4444444444444445,0.19074901612310718,0.193293142426526,0.6014492753623184,0.06284779050736498,0.4033850493653032,0.5,0.23542909591555758,0.5109981016551652,1.0,0.25
0.5555555555555556,0.19074901612310718,0.20553880934438584,0.6666666666666679,0.23322422258592473,0.40620592383638926,0.5,0.25034419458467183,0.6178518387778646,1.0,0.5
0.7777777777777777,0.5345896028164059,0.2646948003014318,0.9202898550724647,0.15875613747954176,0.3385049365303244,0.5,0.14892152363469482,0.2961508833287064,0.0,0.75
0.6666666666666665,0.4168060890957604,0.26111529766390357,0.9565217391304355,0.1407528641571195,0.39844851904090267,0.5,0.12069756769160164,1.0,0.0,0.0
1.0,0.8861908481699377,0.4918990203466466,0.9710144927536231,0.23076923076923078,0.4520451339915374,0.75,0.25057365764111983,1.0,0.0,0.0
0.4444444444444445,0.4168060890957604,0.0840241145440844,0.72463768115942,0.12765957446808512,0.24823695345557123,0.25,0.1023405231757687,0.6178518387778646,1.0,0.5
0.5555555555555556,0.36714426834065755,0.1552373775433308,0.9565217391304355,0.18952536824877253,0.40620592383638926,0.5,0.18907755851307942,0.6178518387778646,1.0,0.0
0.4444444444444445,0.0,0.14638281838733985,0.3478260869565215,0.08674304418985271,0.20310296191819463,0.25,0.05667737494263422,0.6637068272656819,1.0,0.25
0.7777777777777777,0.9255155741310195,0.19517709118311982,0.9710144927536231,0.2242225859247136,0.3413258110014104,0.5,0.23772372648003673,0.7253222860355955,0.0,0.25
0.6666666666666665,0.11526088266746065,0.2592313489073097,0.3550724637681171,0.09427168576104747,0.3385049365303244,0.5,0.13033501606241396,0.49023100837893807,1.0,1.0
0.6666666666666665,0.4168060890957604,0.3202712886209495,0.9057971014492754,0.17299509001636662,0.45486600846262343,0.5,0.16590178981184028,1.0,1.0,0.75
0.7777777777777777,0.9255155741310195,0.40297663903541825,0.9565217391304355,0.18707037643207858,0.6008462623413258,0.75,0.18563561266636072,1.0,0.0,0.25
0.6666666666666665,0.19074901612310718,0.3528636021100226,0.7101449275362324,0.318657937806874,0.40620592383638926,0.5,0.42978430472693896,0.6178518387778646,1.0,1.0
0.6666666666666665,0.4168060890957604,0.21571213262999245,0.9492753623188417,0.23780687397708677,0.3935119887165021,0.5,0.2627351996328591,0.6178518387778646,0.0,0.25
0.3333333333333333,0.11526088266746065,0.0778070836473248,0.5289855072463769,0.12225859247135844,0.15514809590973203,0.25,0.09476824231298761,0.0,1.0,1.0
0.6666666666666665,0.47619322601706143,0.36793519216277315,0.5869565217391308,0.21342062193126024,0.4703808180535966,0.5,0.2225791647544745,0.32596328730065594,0.0,0.0
0.6666666666666665,0.19074901612310718,0.35587792012057273,0.7318840579710155,0.3638297872340426,0.3638928067700987,0.5,0.4334557136301056,0.6178518387778646,1.0,0.25
0.3333333333333333,0.23766459626159803,0.09626978146194423,0.7971014492753632,0.13829787234042554,0.2538787023977433,0.5,0.11725562184488297,0.6178518387778646,1.0,0.25
0.6666666666666665,0.3943641467377787,0.2607385079125848,0.9130434782608692,0.13617021276595745,0.3011283497884344,0.5,0.12643414410279943,1.0,1.0,0.75
0.4444444444444445,0.19074901612310718,0.14167294649585532,0.5942028985507246,0.1777414075286416,0.3455571227080395,0.5,0.17255621844882973,0.6178518387778646,1.0,1.0
0.2222222222222222,0.11526088266746065,0.23944988696307462,0.3115942028985508,0.1374795417348609,0.26727785613540195,0.25,0.1161083065626434,0.32596328730065594,0.0,1.0
0.3333333333333333,0.003929965896143084,0.12321024868123587,0.7318840579710155,0.07561374795417349,0.20944992947813823,0.25,0.04405690683799908,0.08691113803896244,1.0,0.75
0.3333333333333333,0.19074901612310718,0.11642803315749811,0.608695652173914,0.155810147299509,0.1995768688293371,0.25,0.14180816888480954,0.6178518387778646,1.0,0.5
0.4444444444444445,0.10260537839135492,0.17916352675207234,0.5507246376811601,0.10998363338788872,0.1692524682651622,0.25,0.16934373565855898,0.32596328730065594,1.0,0.5
0.3333333333333333,0.15316478238238446,0.2701582516955539,0.695652173913043,0.2893617021276596,0.0,0.0,0.3290500229463057,0.262004968575405,1.0,1.0
0.4444444444444445,0.11526088266746065,0.16880180859080632,0.27536231884058004,0.07201309328968904,0.31029619181946405,0.5,0.07985314364387333,0.32596328730065594,1.0,0.75
0.5555555555555556,0.19074901612310718,0.34061793519216277,0.695652173913043,0.14664484451718496,0.35895627644569816,0.25,0.19458467186782927,1.0,1.0,0.75
0.5555555555555556,0.23766459626159803,0.1889600602863602,0.9130434782608692,0.20245499181669396,0.2856135401974612,0.5,0.23015144561725562,0.7253222860355955,1.0,0.0
0.7777777777777777,0.5345896028164059,0.23153730218538054,0.9782608695652169,0.255810147299509,0.5345557122708039,0.75,0.2820100963744837,0.6178518387778646,1.0,0.5
0.4444444444444445,0.19074901612310718,0.13771665410700829,0.6376811594202909,0.17430441898527008,0.3251057827926657,0.5,0.16773749426342358,0.6178518387778646,1.0,0.25
0.6666666666666665,0.3943641467377787,0.21477015825169554,0.8913043478260878,0.06284779050736498,0.2820874471086037,0.5,0.10784763653051857,0.5109981016551652,1.0,0.75
0.7777777777777777,1.0,0.39242652599849287,0.8623188405797109,0.21080196399345338,0.32581100141043723,0.5,0.2218907755851308,1.0,0.0,0.0
0.5555555555555556,0.3943641467377787,0.2309721175584024,0.9637681159420293,0.11194762684124387,0.2820874471086037,0.5,0.08031206975676916,1.0,0.0,0.75
0.5555555555555556,0.5345896028164059,0.16767143933685003,0.9927536231884062,0.10016366612111294,0.3723554301833568,0.5,0.0637907296925195,0.2961508833287064,0.0,0.75
0.2222222222222222,0.0,0.22456669178598343,0.3115942028985508,0.16579378068739772,0.0,0.0,0.15580541532813216,0.32596328730065594,0.0,0.75
0.3333333333333333,0.4168060890957604,0.12358703843255464,0.8840579710144922,0.16202945990180034,0.0,0.0,0.1505277650298302,0.6178518387778646,1.0,0.25
0.3333333333333333,0.19074901612310718,0.13300678221552373,0.5652173913043477,0.0,0.29619181946403383,0.5,0.16200091785222578,0.6178518387778646,1.0,0.0
0.4444444444444445,0.19074901612310718,0.16974378296910325,0.6449275362318847,0.2021276595744681,0.3385049365303244,0.5,0.20674621385956862,0.6178518387778646,1.0,0.0
0.4444444444444445,0.4699984900015722,0.1186887716654107,0.3550724637681171,0.14337152209492637,0.30465444287729193,0.5,0.1445617255621845,0.0,1.0,0.75
0.5555555555555556,0.11526088266746065,0.3686887716654107,0.27536231884058004,0.19869067103109658,0.35684062059238364,0.5,0.21248279027076641,0.23981609532205506,1.0,0.25
0.5555555555555556,0.4168060890957604,0.27354935945742276,0.9057971014492754,0.13486088379705402,0.48236953455571224,0.5,0.13102340523175768,1.0,1.0,0.25
0.5555555555555556,0.3943641467377787,0.21401657874905805,0.8768115942028984,0.11129296235679215,0.29619181946403383,0.5,0.0793942175309775,1.0,0.0,0.75
0.6666666666666665,0.4168060890957604,0.23624717407686513,0.9202898550724647,0.2599018003273323,0.3328631875881523,0.5,0.28774667278568156,0.6178518387778646,0.0,0.0
0.3333333333333333,0.11549614390688873,0.11793519216277318,0.6739130434782616,0.15711947626841244,0.30465444287729193,0.25,0.14364387333639284,0.6178518387778646,1.0,0.25
0.4444444444444445,0.11549614390688873,0.09438583270535042,0.3478260869565215,0.07495908346972177,0.25811001410437234,0.25,0.11496099128040385,0.0,1.0,1.0
0.3333333333333333,0.19074901612310718,0.1678598342125094,0.6304347826086953,0.15548281505728315,0.0,0.0,0.20445158329508947,0.6178518387778646,1.0,1.0
0.5555555555555556,0.3779491104222498,0.24039186134137153,0.7608695652173925,0.26350245499181674,0.3385049365303244,0.5,0.2927948600275355,0.6178518387778646,1.0,1.0
0.5555555555555556,0.36714426834065755,0.26337603617181615,0.8188405797101446,0.12127659574468086,0.33568406205923834,0.5,0.14754474529600733,1.0,0.0,1.0
0.4444444444444445,0.36714426834065755,0.22626224566691788,0.77536231884058,0.0,0.28913963328631875,0.5,0.2755851307939422,0.262004968575405,1.0,0.75
0.6666666666666665,0.4168060890957604,0.1680482290881688,0.9927536231884062,0.20065466448445174,0.5218617771509168,0.75,0.20468104635153742,0.6178518387778646,1.0,1.0
0.6666666666666665,0.0,0.27957799547852297,0.42753623188405854,0.17021276595744683,0.1692524682651622,0.25,0.20468104635153742,0.32596328730065594,1.0,0.25
0.7777777777777777,0.5345896028164059,0.3123587038432555,0.9492753623188417,0.17234042553191492,0.45698166431593795,0.5,0.16498393758604865,1.0,0.0,0.5
0.3333333333333333,0.11526088266746065,0.1343255463451394,0.09420289855072461,0.1049099836333879,0.192524682651622,0.25,0.16360715924736116,0.0,1.0,0.25
0.4444444444444445,0.11526088266746065,0.08571966842501882,0.5507246376811601,0.12913256955810148,0.1763046544428773,0.25,0.1044056906837999,0.6178518387778646,1.0,0.5
0.4444444444444445,0.0,0.22287113790504898,0.3405797101449277,0.1297872340425532,0.0,0.0,0.15213400642496558,0.32596328730065594,1.0,0.25
0.5555555555555556,0.3779491104222498,0.2844762622456669,0.7608695652173925,0.30180032733224227,0.385049365303244,0.5,0.3464892152363469,0.6178518387778646,1.0,1.0
0.5555555555555556,0.11549614390688873,0.28654860587792014,0.5942028985507246,0.16268412438625207,0.22919605077574048,0.25,0.20238641578705827,0.32596328730065594,1.0,0.0
0.6666666666666665,0.3943641467377787,0.20648078372268275,0.9275362318840585,0.06284779050736498,0.2820874471086037,0.5,0.10096374483708123,0.5109981016551652,1.0,1.0
0.6666666666666665,0.4168060890957604,0.44498869630746046,0.9782608695652169,0.20687397708674307,0.5585331452750353,0.75,0.2175309775126205,1.0,0.0,0.25
0.5555555555555556,0.4699984900015722,0.3626601356443105,0.5869565217391308,0.29607201309328973,0.31734837799717913,0.5,0.4417163836622304,0.6178518387778646,1.0,0.25
0.5555555555555556,0.4699984900015722,0.3741522230595328,0.5289855072463769,0.16824877250409168,0.12693935119887165,0.25,0.2528682882055989,0.49023100837893807,1.0,0.25
0.5555555555555556,0.5345896028164059,0.21175584024114547,0.9202898550724647,0.1193126022913257,0.31029619181946405,0.5,0.0906379072969252,0.2961508833287064,1.0,0.25
0.4444444444444445,0.15316478238238446,0.14280331574981162,0.6521739130434785,0.17872340425531916,0.20310296191819463,0.25,0.1739329967875172,0.6178518387778646,1.0,0.75
0.4444444444444445,0.11549614390688873,0.1490203466465712,0.9710144927536231,0.18412438625204583,0.3032440056417489,0.5,0.1815052776502983,0.6178518387778646,1.0,0.25
0.6666666666666665,0.36714426834065755,0.5440844009042953,0.8550724637681171,0.27381342062193126,0.41889985895627646,0.75,0.3132170720513997,1.0,1.0,1.0
0.5555555555555556,0.4168060890957604,0.2113790504898267,0.9637681159420293,0.11914893617021277,0.2750352609308886,0.5,0.09040844424047728,1.0,0.0,0.0
0.5555555555555556,0.47619322601706143,0.12321024868123587,0.7028985507246386,0.153518821603928,0.38081805359661497,0.5,0.15006883891693437,0.5109981016551652,1.0,0.0
0.3333333333333333,0.0,0.14864355689525244,0.4855072463768124,0.1198036006546645,0.1861777150916784,0.25,0.1005048187241854,0.32596328730065594,1.0,0.25
0.5555555555555556,0.19074901612310718,0.14054257724189903,0.6231884057971016,0.176759410801964,0.20310296191819463,0.25,0.17117944011014227,0.6178518387778646,1.0,0.5
0.5555555555555556,0.36714426834065755,0.1629615674453655,0.8768115942028984,0.19623567921440263,0.37376586741889983,0.5,0.1984855438274438,0.7253222860355955,0.0,0.5
0.5555555555555556,0.3779491104222498,0.23587038432554636,0.77536231884058,0.22291325695581016,0.30677009873060646,0.5,0.28728774667278567,0.6178518387778646,1.0,0.75
0.5555555555555556,0.0,0.07912584777694046,0.4565217391304355,0.08510638297872342,0.0,0.0,0.042680128499311604,0.23981609532205506,1.0,0.0
0.5555555555555556,0.19299745434052057,0.1175584024114544,0.7536231884057969,0.17643207855973814,0.31029619181946405,0.5,0.143184947223497,0.7253222860355955,1.0,0.25
0.4444444444444445,0.11526088266746065,0.09532780708364733,0.42028985507246475,0.10998363338788872,0.0,0.0,0.1161083065626434,0.11990173231294088,1.0,0.25
0.5555555555555556,0.19074901612310718,0.19103240391861342,0.6811594202898554,0.10801963993453356,0.31946403385049366,0.5,0.07480495640201928,1.0,1.0,0.0
0.4444444444444445,0.19074901612310718,0.1354559155990957,0.6231884057971016,0.16497545008183306,0.5289139633286318,0.5,0.16498393758604865,0.6178518387778646,1.0,0.0
0.6666666666666665,0.19074901612310718,0.3434438583270535,0.6811594202898554,0.15122749590834697,0.343441466854725,0.5,0.20238641578705827,1.0,1.0,0.0
0.5555555555555556,0.3943641467377787,0.3240391861341371,0.9275362318840585,0.1623567921440262,0.2750352609308886,0.5,0.15787058283616337,1.0,0.0,0.75
0.4444444444444445,0.19074901612310718,0.1870761115297664,0.6304347826086953,0.1739770867430442,0.4400564174894217,0.5,0.22785681505277652,0.6178518387778646,1.0,0.25
0.7777777777777777,0.6118969177837255,0.18123587038432554,0.9347826086956523,0.20736497545008184,0.3321579689703808,0.5,0.22074346030289124,0.6178518387778646,0.0,0.75
0.4444444444444445,0.15316478238238446,0.2613036925395629,0.695652173913043,0.2391162029459902,0.31029619181946405,0.5,0.3182652592932538,0.6178518387778646,1.0,0.0
0.6666666666666665,0.3779491104222498,0.25395629238884704,0.7101449275362324,0.21342062193126024,0.37376586741889983,0.5,0.3093162000917852,0.6178518387778646,1.0,0.5
0.4444444444444445,0.19074901612310718,0.1657874905802562,0.6884057971014492,0.19869067103109658,0.2242595204513399,0.25,0.20192748967416244,0.6178518387778646,1.0,0.25
0.6666666666666665,0.23766459626159803,0.30614167294649586,0.8405797101449277,0.3121112929623568,0.540197461212976,0.75,0.3728774667278568,0.262004968575405,1.0,0.0
0.7777777777777777,0.4168060890957604,0.28598342125094195,0.9202898550724647,0.16432078559738136,0.46544428772919605,0.75,0.15374024782010096,1.0,0.0,0.5
0.5555555555555556,0.4168060890957604,0.26940467219291636,0.9057971014492754,0.1518821603927987,0.3314527503526093,0.5,0.13630105553005967,1.0,1.0,0.75
0.3333333333333333,0.19074901612310718,0.0998492840994725,0.7173913043478262,0.14140752864157122,0.0,0.0,0.1216154199173933,0.6178518387778646,1.0,1.0
0.6666666666666665,0.4168060890957604,0.26375282592313487,0.9637681159420293,0.28379705400981997,0.46544428772919605,0.5,0.32124827902707664,0.6178518387778646,0.0,0.0
0.4444444444444445,0.19074901612310718,0.19800301431801054,0.579710144927537,0.14893617021276598,0.5077574047954866,0.5,0.13217072051399725,0.32596328730065594,1.0,1.0
0.6666666666666665,0.4168060890957604,0.21985681989449884,0.9202898550724647,0.24386252045826515,0.40691114245416077,0.5,0.26778338687471315,0.6178518387778646,0.0,0.75
0.4444444444444445,0.15316478238238446,0.2626224566691786,0.6594202898550723,0.28281505728314243,0.3554301833568406,0.5,0.3198715006883892,0.262004968575405,1.0,0.0
0.5555555555555556,0.11549614390688873,0.25904295403165034,0.9565217391304355,0.15875613747954176,0.26798307475317346,0.5,0.14593850390087196,0.2961508833287064,0.0,0.0
0.4444444444444445,0.10260537839135492,0.1019216277317257,0.42753623188405854,0.1170212765957447,0.12693935119887165,0.25,0.12413951353832034,0.0,1.0,0.75
0.6666666666666665,0.3943641467377787,0.3204596834966089,0.9347826086956523,0.1446808510638298,0.30606488011283495,0.5,0.12620468104635155,1.0,0.0,1.0
0.6666666666666665,0.36714426834065755,0.14054257724189903,0.9565217391304355,0.176759410801964,0.0,0.0,0.17117944011014227,0.6178518387778646,1.0,0.5
0.4444444444444445,0.10260537839135492,0.19027882441597588,0.46376811594202927,0.14664484451718496,0.1692524682651622,0.25,0.12895823772372647,0.32596328730065594,1.0,0.0
0.4444444444444445,0.4168060890957604,0.1196307460437076,0.7463768115942031,0.15859247135842883,0.31029619181946405,0.5,0.14570904084442404,0.6178518387778646,1.0,0.25
0.7777777777777777,0.9255155741310195,0.2592313489073097,0.9782608695652169,0.27986906710310966,0.6107193229901269,0.75,0.3157411656723268,0.6178518387778646,0.0,0.5
0.5555555555555556,0.3779491104222498,0.31254709871891484,0.7173913043478262,0.13502454991816695,0.34908321579689705,0.5,0.17508031206975674,1.0,1.0,0.0
0.5555555555555556,0.47619322601706143,0.17294649585531274,0.6376811594202909,0.2621931260229133,0.39774330042313116,0.5,0.2106470858191831,0.6178518387778646,1.0,0.5
0.5555555555555556,0.11526088266746065,0.16314996232102486,0.36956521739130466,0.19639934533551556,0.22002820874471085,0.25,0.19871500688389168,0.0,1.0,0.0
0.5555555555555556,0.11549614390688873,0.14355689525244913,0.37681159420289845,0.09361702127659575,0.0,0.0,0.054612207434603016,0.32596328730065594,1.0,0.5
0.4444444444444445,0.19074901612310718,0.13300678221552373,0.5652173913043477,0.0,0.4407616361071932,0.5,0.16200091785222578,0.6178518387778646,1.0,0.0
0.7777777777777777,0.6118969177837255,0.3078372268274303,0.9927536231884062,0.12667757774140753,0.4795486600846262,0.75,0.10096374483708123,1.0,0.0,1.0
0.6666666666666665,0.5345896028164059,0.3038809344385833,0.9565217391304355,0.16219312602291328,0.4781382228490832,0.5,0.15075722808627812,1.0,0.0,1.0
0.6666666666666665,0.3943641467377787,0.400904295403165,0.9637681159420293,0.22782324058919806,0.40620592383638926,0.5,0.2427719137218908,1.0,0.0,0.0
0.5555555555555556,0.5741920842564892,0.1691785983421251,0.8115942028985508,0.2016366612111293,0.3638928067700987,0.5,0.20605782469022485,0.6178518387778646,1.0,0.5
0.8888888888888888,0.9255155741310195,0.43971363978899775,0.9492753623188417,0.2572831423895254,0.5119887165021156,0.75,0.2840752638825149,1.0,0.0,0.5
0.6666666666666665,0.9255155741310195,0.22739261492087415,0.9637681159420293,0.25220949263502457,0.37517630465444285,0.5,0.27696190913262964,0.6178518387778646,0.0,1.0
0.3333333333333333,0.11526088266746065,0.10324039186134137,0.608695652173914,0.14435351882160394,0.0,0.0,0.12574575493345572,0.11990173231294088,1.0,0.25
0.5555555555555556,0.11526088266746065,0.2415222305953278,0.3913043478260878,0.18805237315875614,0.15232722143864597,0.25,0.1870123910050482,0.44875817483266833,1.0,0.25
0.4444444444444445,0.11549614390688873,0.1923511680482291,0.4927536231884062,0.10540098199672669,0.0,0.0,0.10876548875631023,0.23981609532205506,1.0,0.5
0.4444444444444445,0.47619322601706143,0.2888093443858327,0.6014492753623184,0.26464811783960723,0.21368124118476728,0.25,0.351766865534649,0.6178518387778646,0.0,0.75
0.7777777777777777,0.9255155741310195,0.34419743782969103,0.9782608695652169,0.2589198036006547,0.5564174894217208,0.75,0.2927948600275355,1.0,0.0,0.25
0.6666666666666665,0.3943641467377787,0.26111529766390357,0.9565217391304355,0.1374795417348609,0.31029619181946405,0.5,0.1161083065626434,1.0,0.0,0.25
